name,normalizedName,description,eligibilityStatus,category,sourceUrl,source,scrapedAt
"Aspirin","aspirin","Aspirin is an eligible over-the-counter (OTC) item with a flexible spending account (FSA), health savings account (HSA) and a health reimbursement arrangement (HRA). Aspirin reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","Pain Relief","https://hsastore.com/hsa-eligibility-list/a/aspirin","hsastore","2026-06-07T22:11:28.669Z"
"Assisted Living","assisted living","The cost of assisted living allocated to medical care may be eligible for reimbursement with a letter of medical necessity (LMN) with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Assisting living is not eligible with a limited-purpose flexible spending account (LPFSA) or dependent care flexible spending account (DCFSA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/a/assisted-living","hsastore","2026-06-07T22:11:28.669Z"
"Asthma Medicine","asthma medicine","Asthma medicine is eligible for reimbursement with a prescription with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Asthma medicine is not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible w/Rx","","https://hsastore.com/hsa-eligibility-list/a/asthma-medicine","hsastore","2026-06-07T22:11:28.669Z"
"Asthma Oxygen Flow Monitor","asthma oxygen flow monitor","Asthma oxygen flow monitor reimbursement is eligible with a flexible spending account (FSA), health savings account (HSA) and health reimbursement arrangement (HRA). Asthma oxygen flow monitor reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/a/asthma-oxygen-flow-monitor","hsastore","2026-06-07T22:11:28.669Z"
"At Home COVID-19 Test","at home covid 19 test","At-Home COVID-19 Test reimbursement (provided the full cost has not been covered by a health plan) is eligible with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). At-Home COVID-19 Test reimbursement is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","Cold And Virus Protection","https://hsastore.com/hsa-eligibility-list/a/at-home-covid-19-test","hsastore","2026-06-07T22:11:28.669Z"
"At-Home Drug Test","at home drug test","At-home drug test reimbursement is eligible with a flexible spending account (FSA), health savings account (HSA) or health reimbursement arrangement (HRA). At-home drug tests are not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","Diagnostic Products","https://hsastore.com/hsa-eligibility-list/a/at-home-drug-test","hsastore","2026-06-07T22:11:28.669Z"
"Athletic Bandages & Braces","athletic bandages braces","Athletic bandages and braces reimbursement is eligible with a flexible spending account (FSA), health savings account (HSA) or health reimbursement arrangement. Athletic bandages and braces are not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","Joint And Muscle Support","https://hsastore.com/hsa-eligibility-list/a/athletic-bandages-and-braces","hsastore","2026-06-07T22:11:28.669Z"
"Athletic Mouth Guard","athletic mouth guard","Athletic mouth guards are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Athletics mouth guards are not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","Oral Care","https://hsastore.com/hsa-eligibility-list/a/athletic-mouth-guard","hsastore","2026-06-07T22:11:28.669Z"
"Athletic Tape","athletic tape","Athletic tape is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or health reimbursement arrangement (HRA). Athletic tape is not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/a/athletic-tape","hsastore","2026-06-07T22:11:28.669Z"
"Athletic Treatments","athletic treatments","Athletic treatments, such as braces, bandages, etc., are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Athletic treatments are not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/a/athletic-treatments","hsastore","2026-06-07T22:11:28.669Z"
"Automated External Defibrillator (AED)","automated external defibrillator aed","An automated external defibrillator (AED) is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) and health reimbursement arrangement (HRA). An automated external defibrillator (AED) is not eligible for reimbursement with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","Home Safety","https://hsastore.com/hsa-eligibility-list/a/automated-external-defibrillator-aed","hsastore","2026-06-07T22:11:28.669Z"
"Automobile Modifications","automobile modifications","Automobile modifications reimbursement may be eligible with a Letter of Medical Necessity (LMN) from a doctor with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Automobile modifications reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/a/automobile-modifications","hsastore","2026-06-07T22:11:28.669Z"
"Autopsy","autopsy","Autopsy reimbursement is not eligible with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/a/autopsy","hsastore","2026-06-07T22:11:28.669Z"
"Baby Bottles","baby bottles","Baby bottles reimbursement is not eligible with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/b/baby-bottles","hsastore","2026-06-07T22:11:28.669Z"
"Baby Breathing Monitor","baby breathing monitor","Baby breathing monitor reimbursement is eligible with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Baby breathing monitor reimbursement is not eligible for a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","Baby Health Monitors","https://hsastore.com/hsa-eligibility-list/b/baby-breathing-monitor","hsastore","2026-06-07T22:11:28.669Z"
"Baby Formula","baby formula","Baby formula is typically not eligible for reimbursement with flexible spending accounts (FSA), health savings accounts (HSA) or health reimbursement arrangements (HRA). In rare circumstances, the difference in cost of a specialized formula required for treatment of a medical condition may qualify for reimbursement with a Letter of Medical Necessity (LMN). Baby formula is not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/b/baby-formula","hsastore","2026-06-07T22:11:28.669Z"
"Baby Oil","baby oil","Baby oil is not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/b/baby-oil","hsastore","2026-06-07T22:11:28.669Z"
"Baby Powder","baby powder","Baby powder reimbursement is not eligible with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/b/baby-powder","hsastore","2026-06-07T22:11:28.669Z"
"Baby Rash Ointment and Cream","baby rash ointment and cream","Baby rash ointment and cream is an over-the-counter (OTC) item eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Baby rash ointment and cream reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","Baby Skin Care","https://hsastore.com/hsa-eligibility-list/b/baby-rash-ointment-and-cream","hsastore","2026-06-07T22:11:28.669Z"
"Baby Sunscreen","baby sunscreen","Baby sunscreen is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) and a health reimbursement arrangement (HRA). Baby sunscreen is not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","Suncare","https://hsastore.com/hsa-eligibility-list/b/baby-sunscreen","hsastore","2026-06-07T22:11:28.669Z"
"Babysitting and child care","babysitting and child care","Babysitting and child care is not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA) or a limited-purpose flexible spending account (LPFSA). However, babysitting, child care and nursing services for a healthy baby do not qualify as medical care, but may be covered under a dependent care flexible spending account (DCFSA) if specific requirements are met, including that the guardian(s) are enabled to be gainfully employed during the time a qualifying child is cared for, a full-time student(s) or searching for gainful employment.","Not Eligible","","https://hsastore.com/hsa-eligibility-list/b/babysitting-and-child-care","hsastore","2026-06-07T22:11:28.669Z"
"Back Brace","back brace","A back brace is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). A back brace is not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","Braces And Supports","https://hsastore.com/hsa-eligibility-list/b/back-brace","hsastore","2026-06-07T22:11:28.669Z"
"Band-Aids","band aids","Band-Aids are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Band-Aids are not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","First Aid","https://hsastore.com/hsa-eligibility-list/b/band-aids","hsastore","2026-06-07T22:11:28.669Z"
"Bandage Clips","bandage clips","Bandage clips are over-the-counter (OTC) items eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Bandage clips are not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","First Aid","https://hsastore.com/hsa-eligibility-list/b/bandage-clips","hsastore","2026-06-07T22:11:28.669Z"
"Bandages","bandages","Bandages are over-the-counter (OTC) items that are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Bandages are not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","First Aid","https://hsastore.com/hsa-eligibility-list/b/bandages","hsastore","2026-06-07T22:11:28.669Z"
"Bandages, elastic","bandages elastic","Elastic bandages are over-the-counter (OTC) items that are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Elastic bandages are not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/b/bandages-elastic","hsastore","2026-06-07T22:11:28.669Z"
